subject_name,course_name,absolute_course_url
Art & Design Courses,Exposing Digital Photography,https://www.classcentral.com/course/independent-exposing-digital-photography-8091
Art & Design Courses,History of Chinese Architecture,https://www.classcentral.com/course/edx-history-of-chinese-architecture-2474
Art & Design Courses,Stonehenge,https://www.classcentral.com/course/iversity-stonehenge-2844
Art & Design Courses,Advanced Generative Art and Computational Creativity,https://www.classcentral.com/course/kadenze-advanced-generative-art-and-computational-creativity-7600
Art & Design Courses,Sound Design with Kontakt,https://www.classcentral.com/course/kadenze-sound-design-with-kontakt-6802
Art & Design Courses,Evaluating Designs with Users,https://www.classcentral.com/course/edx-evaluating-designs-with-users-7240
Art & Design Courses,Charting the Avant Garde: From Romanticism to Utopic Abstraction,https://www.classcentral.com/course/kadenze-charting-the-avant-garde-from-romanticism-to-utopic-abstraction-8408
Art & Design Courses,Surrealism and Its Legacy,https://www.classcentral.com/course/kadenze-surrealism-and-its-legacy-8411
Art & Design Courses,"Pop, Minimalism, and Postmodernism",https://www.classcentral.com/course/kadenze-pop-minimalism-and-postmodernism-8412
Art & Design Courses,Introduction to German Opera,https://www.classcentral.com/course/edx-introduction-to-german-opera-7474
Art & Design Courses,UX Design: From Concept to Wireframe,https://www.classcentral.com/course/edx-ux-design-from-concept-to-wireframe-6254
Art & Design Courses,Introduction to 3D Modeling and Animation with Maya: Tradition Meets Technology,https://www.classcentral.com/course/kadenze-introduction-to-3d-modeling-and-animation-with-maya-tradition-meets-technology-6801
Art & Design Courses,Human-Computer Interaction,https://www.classcentral.com/course/udacity-human-computer-interaction-8567
Art & Design Courses,การออกแบบภาพประกอบสื่อสําหรับเด็ก,https://www.classcentral.com/course/thaimooc------14942
Art & Design Courses,Cardin to Castelbajac: Style in French Fashion,https://www.classcentral.com/course/kadenze-cardin-to-castelbajac-style-in-french-fashion-4995
Art & Design Courses,Iniciación a la Creación Musical en Ableton Live 10,https://www.classcentral.com/course/canvas-network-iniciacion-a-la-creacion-musical-en-ableton-live-10-7394
Art & Design Courses,UX Design: From Wireframe to Prototype,https://www.classcentral.com/course/edx-ux-design-from-wireframe-to-prototype-6253
Art & Design Courses,Understanding User Needs,https://www.classcentral.com/course/edx-understanding-user-needs-6257
Art & Design Courses,Gaultier to Louboutin: Style & Strategy in French Fashion,https://www.classcentral.com/course/kadenze-gaultier-to-louboutin-style-strategy-in-french-fashion-7601
Art & Design Courses,The Modern Music Technologist,https://www.classcentral.com/course/kadenze-the-modern-music-technologist-7595
Art & Design Courses,浪漫主义时代的欧洲音乐 European Music in Romantic Period,https://www.classcentral.com/course/edx--european-music-in-romantic-period-8911
Art & Design Courses,UX Research at Scale: Analytics and Online Experiments,https://www.classcentral.com/course/edx-ux-research-at-scale-analytics-and-online-experiments-6249
Art & Design Courses,The Practical History of Typography,https://www.classcentral.com/course/kadenze-the-practical-history-of-typography-7599
Art & Design Courses,Inspirations for Design: A Course on Human-Centered Research,https://www.classcentral.com/course/openhpi-inspirations-for-design-a-course-on-human-centered-research-8859
Art & Design Courses,Financial Systems for a Successful Studio,https://www.classcentral.com/course/kadenze-financial-systems-for-a-successful-studio-7592
Art & Design Courses,Contemporary Museum Education,https://www.classcentral.com/course/kadenze-contemporary-museum-education-4998
Art & Design Courses,เทคโนโลยีการสร้างสรรค์สื่อดิจิทัล | Digital Media Creation Technology,https://www.classcentral.com/course/thaimooc---------digital-media-creation-technology-15007
Art & Design Courses,การถ่ายภาพเบื้องต้น Basic Photography,https://www.classcentral.com/course/thaimooc-----basic-photography-15074
Art & Design Courses,สร้างสรรค์สื่อวีดิทัศน์ยุคใหม่ Creative Video Production,https://www.classcentral.com/course/thaimooc----------creative-video-production-15086
Art & Design Courses,Custom Handlettering,https://www.classcentral.com/course/kadenze-custom-handlettering-7614
Art & Design Courses,Working with Motion & Time,https://www.classcentral.com/course/kadenze-working-with-motion-time-7618
Art & Design Courses,Piano I: Introduction to the Piano & Staff,https://www.classcentral.com/course/kadenze-piano-i-introduction-to-the-piano-staff-7605
Art & Design Courses,"Digital Drawings: Points, Lines, Curves",https://www.classcentral.com/course/kadenze-digital-drawings-points-lines-curves-8397
Art & Design Courses,ความคิดสร้างสรรค์สำหรับการออกแบบสื่อเสียง|Creative Ideas for Audio Design,https://www.classcentral.com/course/thaimooc--------creative-ideas-for-audio-design-14943
Art & Design Courses,บาติก 1 (BATIK 1),https://www.classcentral.com/course/thaimooc---1-batik-1-14970
Art & Design Courses,ศิลปะอิสลาม (Islamic Art),https://www.classcentral.com/course/thaimooc----islamic-art-14971
Art & Design Courses,เทคโนโลยีทางภาพถ่ายเพื่อสื่อสารการศึกษา|PHOTOGRAPHIC TECHNOLOGY FOR EDUCATIONAL COMMUNICATIONS,https://www.classcentral.com/course/thaimooc-------photographic-technology-for-educational-communications-14950
Art & Design Courses,การออกแบบโมเดลและงานพิมพ์ 3D เพื่อการบริการชุมชน|3D Model design & printing for community service,https://www.classcentral.com/course/thaimooc---3d-----3d-model-design-printing-for-community-service-14951
Art & Design Courses,Motion Design: Time and Technology,https://www.classcentral.com/course/kadenze-motion-design-time-and-technology-7593
Art & Design Courses,Making Typeface Families,https://www.classcentral.com/course/kadenze-making-typeface-families-7615
Art & Design Courses,Exploring the Mixed Reality Landscape,https://www.classcentral.com/course/kadenze-exploring-the-mixed-reality-landscape-7603
Art & Design Courses,Designing Synthesizer Sounds,https://www.classcentral.com/course/kadenze-designing-synthesizer-sounds-9471
Art & Design Courses,History of Chinese Costumes|中国服饰七千年,https://www.classcentral.com/course/edx-history-of-chinese-costumes--9974
Art & Design Courses,"Digital Modeling: Volume, Surface, Space",https://www.classcentral.com/course/kadenze-digital-modeling-volume-surface-space-8401
Art & Design Courses,Music Technology Foundations,https://www.classcentral.com/course/edx-music-technology-foundations-6104
Art & Design Courses,Camera Essentials,https://www.classcentral.com/course/kadenze-camera-essentials-7606
Art & Design Courses,Typography in Graphic Design,https://www.classcentral.com/course/kadenze-typography-in-graphic-design-7616
Art & Design Courses,À la découverte du théâtre classique français – Tome 1,https://www.classcentral.com/course/edx-a-la-decouverte-du-theatre-classique-francais-tome-1-4365
Art & Design Courses,Piano II: Focus on Reading,https://www.classcentral.com/course/kadenze-piano-ii-focus-on-reading-7612
Art & Design Courses,Creating and Capturing Mixed Reality,https://www.classcentral.com/course/kadenze-creating-and-capturing-mixed-reality-7607
Art & Design Courses,"World Music, Culture, & You: Finding Music Within Your Community",https://www.classcentral.com/course/edx-world-music-culture-you-finding-music-within-your-community-10459
Art & Design Courses,Motion Design: Title Transformation,https://www.classcentral.com/course/kadenze-motion-design-title-transformation-7594
Art & Design Courses,Selling and Protecting Typefaces,https://www.classcentral.com/course/kadenze-selling-and-protecting-typefaces-7617
Art & Design Courses,Design Theory,https://www.classcentral.com/course/edx-design-theory-9438
Art & Design Courses,North Indian Classical Music I: Fundamental Elements,https://www.classcentral.com/course/kadenze-north-indian-classical-music-i-fundamental-elements-9991
Art & Design Courses,Sound Essentials,https://www.classcentral.com/course/kadenze-sound-essentials-7619
Art & Design Courses,Introduction to Digital Fabrication and Technical Design,https://www.classcentral.com/course/kadenze-introduction-to-digital-fabrication-and-technical-design-9440
Art & Design Courses,Digital to Physical: Repetition + Difference: Component-to-System Relationships,https://www.classcentral.com/course/kadenze-digital-to-physical-repetition-difference-component-to-system-relationships-8400
Art & Design Courses,Four Facets of Contemporary Japanese Architecture: Technology,https://www.classcentral.com/course/edx-four-facets-of-contemporary-japanese-architecture-technology-6651
Art & Design Courses,Designing for Mixed Reality,https://www.classcentral.com/course/kadenze-designing-for-mixed-reality-7608
Art & Design Courses,À la découverte du théâtre classique français – Tome 2,https://www.classcentral.com/course/edx-a-la-decouverte-du-theatre-classique-francais-tome-2-5701
Art & Design Courses,North Indian Classical Music II: Raga Composition and Development,https://www.classcentral.com/course/kadenze-north-indian-classical-music-ii-raga-composition-and-development-9992
Art & Design Courses,Piano III: Scales and Chords,https://www.classcentral.com/course/kadenze-piano-iii-scales-and-chords-7613
Art & Design Courses,Motion Design: Animated GIFs,https://www.classcentral.com/course/kadenze-motion-design-animated-gifs-19411
Art & Design Courses,Fundamentals of Video Production,https://www.classcentral.com/course/kadenze-fundamentals-of-video-production-7620
Art & Design Courses,Basics of Design Research,https://www.classcentral.com/course/opensap-basics-of-design-research-6905
Art & Design Courses,North Indian Classical Music III: Performance Practice,https://www.classcentral.com/course/kadenze-north-indian-classical-music-iii-performance-practice-9993
Art & Design Courses,DigiFab 3D: How and When to 3D Print,https://www.classcentral.com/course/kadenze-digifab-3d-how-and-when-to-3d-print-9442
Art & Design Courses,Fundamentals of Post-Production,https://www.classcentral.com/course/kadenze-fundamentals-of-post-production-7597
Art & Design Courses,Le solfège à votre portée,https://www.classcentral.com/course/independent-le-solfege-a-votre-portee-14443
Art & Design Courses,Listen up! How to Launch and Grow a Hit Podcast,https://www.classcentral.com/course/independent-listen-up-how-to-launch-and-grow-a-hit-podcast-12070
Art & Design Courses,"Making Meaning: An Introduction to Designing Objects, Part I",https://www.classcentral.com/course/kadenze-making-meaning-an-introduction-to-designing-objects-part-i-4996
Art & Design Courses,Human-Centered Design: From Synthesis to Creative Ideas,https://www.classcentral.com/course/openhpi-human-centered-design-from-synthesis-to-creative-ideas-11179
Art & Design Courses,Software Design for Non-Designers,https://www.classcentral.com/course/opensap-software-design-for-non-designers-6412
Art & Design Courses,การออกแบบสื่อสามมิติด้วยโปรแกรม Blender 3D (3D Media design with Blender 3D),https://www.classcentral.com/course/thaimooc------blender-3d-3d-media-design-with-blender-3d-14934
Art & Design Courses,Basic 3D Animation using Blender,https://www.classcentral.com/course/edx-basic-3d-animation-using-blender-10317
Art & Design Courses,Design Practice in Business: Spark Innovation like a Designer,https://www.classcentral.com/course/edx-design-practice-in-business-spark-innovation-like-a-designer-6345
Art & Design Courses,"Disability and Digital Media: Accessibility, Representation and Inclusion",https://www.classcentral.com/course/edx-disability-and-digital-media-accessibility-representation-and-inclusion-12665
Art & Design Courses,User Interface (UI) Personalization,https://www.classcentral.com/course/edx-user-interface-ui-personalization-9945
Art & Design Courses,Europeana Space: Creative with Digital Heritage,https://www.classcentral.com/course/edx-europeana-space-creative-with-digital-heritage-6846
Art & Design Courses,ตกแต่งและสร้างภาพอย่างสร้างสรรค์ด้วยโปรแกรม GIMP (Creative Photo Development with GIMP),https://www.classcentral.com/course/thaimooc--------gimp-creative-photo-development-with-gimp-14999
Art & Design Courses,การผลิตสื่อกราฟิกอย่างมืออาชีพ (Graphic Design Crash Course),https://www.classcentral.com/course/thaimooc--------graphic-design-crash-course-15045
Art & Design Courses,Music Theory for Beginners,https://www.classcentral.com/course/kadenze-music-theory-for-beginners-13524
Art & Design Courses,"Ableton Live 10, Part 2: Recording & Warping",https://www.classcentral.com/course/kadenze-ableton-live-10-part-2-recording-warping-13525
Art & Design Courses,"Ableton Live 10, Part 3: Editing & Producing",https://www.classcentral.com/course/kadenze-ableton-live-10-part-3-editing-producing-13526
Art & Design Courses,You Can Draw Anything in 3 Simple Steps,https://www.classcentral.com/course/kadenze-you-can-draw-anything-in-3-simple-steps-13527
Art & Design Courses,Introduction to Guitar Performance,https://www.classcentral.com/course/kadenze-introduction-to-guitar-performance-13528
Art & Design Courses,Music Theory Level 1: Part Four,https://www.classcentral.com/course/kadenze-music-theory-level-1-part-four-13529
Art & Design Courses,Music Theory Level 1: Part Three,https://www.classcentral.com/course/kadenze-music-theory-level-1-part-three-13531
Art & Design Courses,Music Theory Level 1: Part Two,https://www.classcentral.com/course/kadenze-music-theory-level-1-part-two-13532
Art & Design Courses,Pen and Ink Illustration: The Basics for Creating Magical Drawings,https://www.classcentral.com/course/kadenze-pen-and-ink-illustration-the-basics-for-creating-magical-drawings-13533
Art & Design Courses,Powerful Presentations for Artists,https://www.classcentral.com/course/kadenze-powerful-presentations-for-artists-13534
Art & Design Courses,Watercolor Magic: The Basics of Color Mixing and Color Harmony,https://www.classcentral.com/course/kadenze-watercolor-magic-the-basics-of-color-mixing-and-color-harmony-13535
Art & Design Courses,"Ableton Live 10, Part 1: The Interface & The Basics",https://www.classcentral.com/course/kadenze-ableton-live-10-part-1-the-interface-the-basics-13536
Art & Design Courses,Anyone Can Watercolor: The Basics for Creating Magical Pieces,https://www.classcentral.com/course/kadenze-anyone-can-watercolor-the-basics-for-creating-magical-pieces-13537
Art & Design Courses,"Ableton Live 10, Part 2: Recording & Warping",https://www.classcentral.com/course/kadenze-ableton-live-10-part-2-recording-warping-13525
Art & Design Courses,Music Theory Level 1: Part Six,https://www.classcentral.com/course/kadenze-music-theory-level-1-part-six-13625
Art & Design Courses,"Ableton Live 10, Part 4: Sound Design & Samplers",https://www.classcentral.com/course/kadenze-ableton-live-10-part-4-sound-design-samplers-13626
Art & Design Courses,"Ableton Live 10, Part 5: Audio & MIDI Effects",https://www.classcentral.com/course/kadenze-ableton-live-10-part-5-audio-midi-effects-13627
Art & Design Courses,Easy Watercolor Sweets & Treats! Step by Step Beginner Level,https://www.classcentral.com/course/kadenze-easy-watercolor-sweets-treats-step-by-step-beginner-level-13628
Art & Design Courses,Doodle Magic | Basic & Advanced Techniques,https://www.classcentral.com/course/kadenze-doodle-magic-basic-advanced-techniques-13629
Art & Design Courses,"Fun & Loose Watercolor Florals, Leaves, & Butterflies",https://www.classcentral.com/course/kadenze-fun-loose-watercolor-florals-leaves-butterflies-13630
Art & Design Courses,Music Theory Level 1: Part Five,https://www.classcentral.com/course/kadenze-music-theory-level-1-part-five-13631
Art & Design Courses,Vocal Techniques 101,https://www.classcentral.com/course/kadenze-vocal-techniques-101-13632
Art & Design Courses,"Ableton Live 10, Part 6: DJ Techniques & Controller",https://www.classcentral.com/course/kadenze-ableton-live-10-part-6-dj-techniques-controller-13633
Art & Design Courses,Design Thinking and Challenge Management,https://www.classcentral.com/course/opensap-design-thinking-and-challenge-management-13707
Art & Design Courses,การถ่ายภาพทางอากาศยานโดยอากาศยานไร้คนขับ (โดรน)|Aerial Photography by Drone,https://www.classcentral.com/course/thaimooc------aerial-photography-by-drone-15058
Art & Design Courses,การผลิตรายการโทรทัศน์|Television Program Production,https://www.classcentral.com/course/thaimooc----television-program-production-15019
Art & Design Courses,การออกแบบกราฟิกโดยใช้คอมพิวเตอร์|Computer Based Graphics Design,https://www.classcentral.com/course/thaimooc-----computer-based-graphics-design-15021
Art & Design Courses,แอนิเมชั่น 3 มิติ ขั้นเริ่มต้น-ขั้นกลาง|3ds Animation Foundation,https://www.classcentral.com/course/thaimooc----3---------3ds-animation-foundation-15016
Art & Design Courses,Modern Japanese Architecture Part 1: From Meiji Restoration to the Pacific War,https://www.classcentral.com/course/edx-modern-japanese-architecture-part-1-from-meiji-restoration-to-the-pacific-war-14380
Art & Design Courses,How to Create 2D Graphic Animations,https://www.classcentral.com/course/kadenze-how-to-create-2d-graphic-animations-14892
Art & Design Courses,Creative Thinking: Techniques and Tools for Success,https://www.classcentral.com/course/edx-creative-thinking-techniques-and-tools-for-success-11331
Art & Design Courses,การออกแบบ Infographic|Infographic Design,https://www.classcentral.com/course/thaimooc--infographic-infographic-design-15271
Art & Design Courses,Pyramids of Giza: Ancient Egyptian Art and Archaeology,https://www.classcentral.com/course/edx-pyramids-of-giza-ancient-egyptian-art-and-archaeology-10385
Art & Design Courses,Estética y Teoría del Arte en el siglo XVIII,https://www.classcentral.com/course/miriadax-estetica-y-teoria-del-arte-en-el-siglo-xviii-4928
Art & Design Courses,El Cubismo en la cultura moderna,https://www.classcentral.com/course/miriadax-el-cubismo-en-la-cultura-moderna-14563
Art & Design Courses,Imprimiendo en 3D,https://www.classcentral.com/course/miriadax-imprimiendo-en-3d-14705
Art & Design Courses,Aprende a dibujar a mano alzada. Curso cero de dibujo arquitectónico,https://www.classcentral.com/course/miriadax-aprende-a-dibujar-a-mano-alzada-curso-cero-de-dibujo-arquitectonico-14700
Art & Design Courses,Online Jamming and Concert Technology,https://www.classcentral.com/course/kadenze-online-jamming-and-concert-technology-3764
Art & Design Courses,Music Theory Level 2: Part Seven,https://www.classcentral.com/course/kadenze-music-theory-level-2-part-seven-16998
Art & Design Courses,Music Theory Level 2: Part Eight,https://www.classcentral.com/course/kadenze-music-theory-level-2-part-eight-16999
Art & Design Courses,Music Theory Level 2: Part Ten,https://www.classcentral.com/course/kadenze-music-theory-level-2-part-ten-17001
Art & Design Courses,Music Theory Level 2: Part Eleven,https://www.classcentral.com/course/kadenze-music-theory-level-2-part-eleven-17002
Art & Design Courses,Music Theory Level 2: Part Twelve,https://www.classcentral.com/course/kadenze-music-theory-level-2-part-twelve-17003
Art & Design Courses,Science in Art: The Chemistry of Art Materials and Conservation,https://www.classcentral.com/course/edx-science-in-art-the-chemistry-of-art-materials-and-conservation-3591
Art & Design Courses,Girl Centered Design,https://www.classcentral.com/course/independent-girl-centered-design-11963
Art & Design Courses,Human-Centered Design: Building and Testing Prototypes,https://www.classcentral.com/course/openhpi-human-centered-design-building-and-testing-prototypes-13389
Art & Design Courses,First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,https://www.classcentral.com/course/edx-first-nights-monteverdi-s-l-orfeo-and-the-birth-of-opera-6365
Art & Design Courses,First Nights - Handel's Messiah and Baroque Oratorio,https://www.classcentral.com/course/edx-first-nights-handel-s-messiah-and-baroque-oratorio-4548
Art & Design Courses,"Making Meaning: An Introduction to Designing Objects, Part II",https://www.classcentral.com/course/kadenze-making-meaning-an-introduction-to-designing-objects-part-ii-10464
Art & Design Courses,First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,https://www.classcentral.com/course/edx-first-nights-beethoven-s-9th-symphony-and-the-19th-century-orchestra-5383
Art & Design Courses,First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,https://www.classcentral.com/course/edx-first-nights-berlioz-s-symphonie-fantastique-and-program-music-in-the-19th-century-6612
Art & Design Courses,Applications in Communication Acoustics,https://www.classcentral.com/course/edx-applications-in-communication-acoustics-9293
Art & Design Courses,Performance Anxiety Management: How to Prepare for your Best Performance,https://www.classcentral.com/course/kadenze-performance-anxiety-management-how-to-prepare-for-your-best-performance-18084
Art & Design Courses,Teaching Piano Skills,https://www.classcentral.com/course/kadenze-teaching-piano-skills-17260
Art & Design Courses,Romantic Piano Masters,https://www.classcentral.com/course/kadenze-romantic-piano-masters-17261
Art & Design Courses,Classical Sonatinas and Sonatas at the Piano,https://www.classcentral.com/course/kadenze-classical-sonatinas-and-sonatas-at-the-piano-17262
Art & Design Courses,Inclusive Teaching at the Piano,https://www.classcentral.com/course/kadenze-inclusive-teaching-at-the-piano-17263
Art & Design Courses,Teaching Adult Piano,https://www.classcentral.com/course/kadenze-teaching-adult-piano-17264
Art & Design Courses,Teaching Jazz at the Piano,https://www.classcentral.com/course/kadenze-teaching-jazz-at-the-piano-17265
Art & Design Courses,"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",https://www.classcentral.com/course/edx-first-nights-stravinsky-s-rite-of-spring-modernism-ballet-and-riots-7319
Art & Design Courses,Teaching Improvisation and Composition (from The Beginner Course),https://www.classcentral.com/course/kadenze-teaching-improvisation-and-composition-from-the-beginner-course-18085
Art & Design Courses,Teaching Musical Concepts (from The Beginner Course),https://www.classcentral.com/course/kadenze-teaching-musical-concepts-from-the-beginner-course-18086
Art & Design Courses,Introducing Pieces with Purpose (from The Beginner Course),https://www.classcentral.com/course/kadenze-introducing-pieces-with-purpose-from-the-beginner-course-18087
Art & Design Courses,"Harnessing the Power of the Team: Teacher, Child, and Parent in Beginning Piano Study (from The Beginner Course)",https://www.classcentral.com/course/kadenze-harnessing-the-power-of-the-team-teacher-child-and-parent-in-beginning-piano-study-from-the-beginner-course-18088
Art & Design Courses,Developing Musical Skills in Young Pianists: Ideas from Music Learning Theory (from The Beginner Course),https://www.classcentral.com/course/kadenze-developing-musical-skills-in-young-pianists-ideas-from-music-learning-theory-from-the-beginner-course-18089
Art & Design Courses,Teaching Elementary Technique and Music Reading at the Piano (from The Beginner Course),https://www.classcentral.com/course/kadenze-teaching-elementary-technique-and-music-reading-at-the-piano-from-the-beginner-course-18090
Art & Design Courses,Rhythm & Movement in Beginning Piano Study (from The Beginner Course),https://www.classcentral.com/course/kadenze-rhythm-movement-in-beginning-piano-study-from-the-beginner-course-18091
Art & Design Courses,山水画技法,https://www.classcentral.com/course/edx--19418
Art & Design Courses,The Art of Washi Paper in Japanese Rare Books,https://www.classcentral.com/course/japanese-book-paper-10622
Art & Design Courses,Producción musical y su efecto en la composición,https://www.classcentral.com/course/edx-produccion-musical-y-su-efecto-en-la-composicion-10251
Art & Design Courses,Music For Wellness,https://www.classcentral.com/course/edx-music-for-wellness-6862
Art & Design Courses,Everything about Orchids,https://www.classcentral.com/course/desire2learn-everything-about-orchids-10344
Art & Design Courses,Designing and Creating Skirts,https://www.classcentral.com/course/edx-designing-and-creating-skirts-13875
Art & Design Courses,Designing and Creating Trousers,https://www.classcentral.com/course/edx-designing-and-creating-trousers-13876
Art & Design Courses,Interpreting Vernacular Architecture in Asia,https://www.classcentral.com/course/edx-interpreting-vernacular-architecture-in-asia-11421
Art & Design Courses,Lánzate a la Innovación con Design Thinking,https://www.classcentral.com/course/edx-lanzate-a-la-innovacion-con-design-thinking-9363
Art & Design Courses,From Notation to Performance: Understanding Musical Scores,https://www.classcentral.com/course/musical-scores-3616
Art & Design Courses,Flower Arrangements in China and Japan | 现代生活美学：花之道,https://www.classcentral.com/course/edx-flower-arrangements-in-china-and-japan---11430
Art & Design Courses,User Experience (UX) Design: Human Factors and Culture in Design | 设计的人因与文化,https://www.classcentral.com/course/edx-user-experience-ux-design-human-factors-and-culture-in-design--2625
Art & Design Courses,"The Search for Vernacular Architecture of Asia, Part 1 | 探索亚洲地区的本土建筑，第1部分",https://www.classcentral.com/course/edx-the-search-for-vernacular-architecture-of-asia-part-1--1-2072
Art & Design Courses,"Vernacular Architecture of Asia: Tradition, Modernity and Cultural Sustainability | 亚洲本土建筑： 传统，现代与文化的可持续发展",https://www.classcentral.com/course/edx-vernacular-architecture-of-asia-tradition-modernity-and-cultural-sustainability----6243
Art & Design Courses,Creating a Digital Cultural Heritage community,https://www.classcentral.com/course/edx-creating-a-digital-cultural-heritage-community-18108
Art & Design Courses,Teaching Critical Thinking through Art with the National Gallery of Art,https://www.classcentral.com/course/edx-teaching-critical-thinking-through-art-with-the-national-gallery-of-art-12637
Art & Design Courses,Art and Design in the Digital Age,https://www.classcentral.com/course/edx-art-and-design-in-the-digital-age-19069
Art & Design Courses,Models in Architecture – design through physical & digital models,https://www.classcentral.com/course/edx-models-in-architecture-design-through-physical-digital-models-8085
Art & Design Courses,IMAGE | ABILITY - Visualizing the Unimaginable,https://www.classcentral.com/course/edx-image-ability-visualizing-the-unimaginable-5317
Art & Design Courses,Defining the String Quartet: Haydn,https://www.classcentral.com/course/edx-defining-the-string-quartet-haydn-19182
Art & Design Courses,Hong Kong Cinema through a Global Lens | 全球化下的香港电影,https://www.classcentral.com/course/edx-hong-kong-cinema-through-a-global-lens--7875
Art & Design Courses,Exploring Japanese Avant-garde Art Through Butoh Dance,https://www.classcentral.com/course/japanese-avant-garde-art-butoh-11446
Art & Design Courses,Defining the String Quartet II: Beethoven,https://www.classcentral.com/course/edx-defining-the-string-quartet-ii-beethoven-19303
Art & Design Courses,Design Thinking and Creativity for Innovation,https://www.classcentral.com/course/edx-design-thinking-and-creativity-for-innovation-10277
Art & Design Courses,Il Teatro e le sue illusioni prospettiche,https://www.classcentral.com/course/edx-il-teatro-e-le-sue-illusioni-prospettiche-13476
Art & Design Courses,Archeoastronomia e Orologi Solari,https://www.classcentral.com/course/edx-archeoastronomia-e-orologi-solari-13477
Art & Design Courses,Creación musical con Soundcool: Introducción,https://www.classcentral.com/course/edx-creacion-musical-con-soundcool-introduccion-12332
Art & Design Courses,Fundamentos de fotografía documental,https://www.classcentral.com/course/edx-fundamentos-de-fotografia-documental-12533
Art & Design Courses,Introduction to UX and Accessible Design,https://www.classcentral.com/course/introduction-to-ux-and-accessible-design-19296
Art & Design Courses,Star Trek: Inspiring Culture and Technology II,https://www.classcentral.com/course/edx-star-trek-inspiring-culture-and-technology-ii-15238
Art & Design Courses,Star Trek: Inspiring Culture and Technology III,https://www.classcentral.com/course/edx-star-trek-inspiring-culture-and-technology-iii-15239
Art & Design Courses,Star Trek: Inspiring Culture and Technology,https://www.classcentral.com/course/edx-star-trek-inspiring-culture-and-technology-13104
Art & Design Courses,18th-Century Opera: Handel & Mozart,https://www.classcentral.com/course/edx-18th-century-opera-handel-mozart-12061
Art & Design Courses,"19th-Century Opera: Meyerbeer, Wagner, & Verdi",https://www.classcentral.com/course/edx-19th-century-opera-meyerbeer-wagner-verdi-12384
Art & Design Courses,Learn Jazz Piano: III. Solo Piano and Advanced Topics,https://www.classcentral.com/course/jazz-piano-advanced-topics-11727
Art & Design Courses,Learn Jazz Piano: I. Begin with the Blues,https://www.classcentral.com/course/jazz-piano-8923
Art & Design Courses,Be Visual! Sketching Basics for IT Business,https://www.classcentral.com/course/opensap-be-visual-sketching-basics-for-it-business-8944
Art & Design Courses,Pattern Studying and Making | 图案审美与创作,https://www.classcentral.com/course/edx-pattern-studying-and-making--10261
Art & Design Courses,Innovation by Design,https://www.classcentral.com/course/swayam-innovation-by-design-17642
Art & Design Courses,Understanding Design,https://www.classcentral.com/course/swayam-understanding-design-17831
Art & Design Courses,World Music: Balinese Rhythms,https://www.classcentral.com/course/edx-world-music-balinese-rhythms-20169
Art & Design Courses,El Romanticismo en el piano: Johannes Brahms,https://www.classcentral.com/course/miriadax-el-romanticismo-en-el-piano-johannes-brahms-2346
Art & Design Courses,Arte Latinoamericano con Énfasis Colombia,https://www.classcentral.com/course/miriadax-arte-latinoamericano-con-enfasis-colombia-1691
Art & Design Courses,La 3ª edad de oro de la televisión,https://www.classcentral.com/course/miriadax-la-3a-edad-de-oro-de-la-television-1901
Art & Design Courses,Dibujo en el aula: enseñar un lenguaje mágico,https://www.classcentral.com/course/miriadax-dibujo-en-el-aula-ensenar-un-lenguaje-magico-9369
Art & Design Courses,Educación y Museos,https://www.classcentral.com/course/miriadax-educacion-y-museos-4927
Art & Design Courses,Inovação orientada pelo Design,https://www.classcentral.com/course/miriadax-inovacao-orientada-pelo-design-6550
Art & Design Courses,Creación y retoque de imágenes con software libre,https://www.classcentral.com/course/miriadax-creacion-y-retoque-de-imagenes-con-software-libre-14876
Art & Design Courses,Visión espacial para Dummies. Cómo entender los planos,https://www.classcentral.com/course/miriadax-vision-espacial-para-dummies-como-entender-los-planos-14786
Art & Design Courses,La imagen del Sport en el arte,https://www.classcentral.com/course/miriadax-la-imagen-del-sport-en-el-arte-14802
Art & Design Courses,Impresión 3D de drones,https://www.classcentral.com/course/miriadax-impresion-3d-de-drones-14819
Art & Design Courses,Iniciación al Dibujo Creativo,https://www.classcentral.com/course/miriadax-iniciacion-al-dibujo-creativo-14742
Art & Design Courses,Técnicas de Creatividad,https://www.classcentral.com/course/miriadax-tecnicas-de-creatividad-14766
Art & Design Courses,Joan Miró: an Artist Who Defined a Century,https://www.classcentral.com/course/miriadax-joan-miro-an-artist-who-defined-a-century-14862
Art & Design Courses,La ciudad como lugar de intervención desde la experiencia artística,https://www.classcentral.com/course/miriadax-la-ciudad-como-lugar-de-intervencion-desde-la-experiencia-artistica-14870
Art & Design Courses,Desarrollo de ideas innovadoras,https://www.classcentral.com/course/miriadax-desarrollo-de-ideas-innovadoras-14872
Art & Design Courses,Creación de Stop Motion con dispositivos móviles,https://www.classcentral.com/course/miriadax-creacion-de-stop-motion-con-dispositivos-moviles-15298
Art & Design Courses,Imprimiendo en 3D,https://www.classcentral.com/course/miriadax-imprimiendo-en-3d-14617
