Smart Stats: Rashid Khan BBL's all-time MVP| D'arcy Short the best batsman
Overseas players' impact in IPL 2020 - England on top| West Indies smash it
Jofra Archer - IPL 2020's MVP by a distance
Why Shikhar Dhawan and not KL Rahul tops the Smart Runs tally
Luck Index - Umpire's call adds 20 runs to Mumbai's total
The dropped catch that gave Kings XI Punjab a fighting chance
Luck Index: Did Vijay Shankar dropping Ben Stokes hurt Sunrisers or Royals?
Why Mohammed Shami trumps Purple Cap holder Kagiso Rabada in Smart Wickets tally
Super Kings pay for letting Dhawan live a charmed life
Smart Stats: Krunal Pandya's 2 for 26 more impactful than Quinton de Kock and Suryakumar Yadav's fifties
Smart Stats: Axar Patel most impactful player Delhi Capitals' big win
Archer| Agarwal and Samson take early Smart Stats honours
Why Rahul Chahar is the Smart Stats player of the match
Introducing Smart Stats| where context trumps raw numbers
Why Pat Cummins| and not Shubman Gill| is the Smart Stats player of the match
KL Rahul makes the most of Virat Kohli's lapses
Why Jasprit Bumrah is the Smart Stats Player of the Match
Smart Stats: Lungi Ngidi's super spell for CSK| and Chris Gayle's 175 not out
Smart Stats: Why David Warner topped Virat Kohli in IPL 2016
Andre Russell| the IPL's most destructive| impactful and valuable player
Where does Chris Gayle rank among the IPL's MVPs?
Where does Shane Watson rank among the IPL's MVPs?
Where does Sunil Narine rank among the IPL's MVPs?
Where does AB de Villiers rank among the IPL's MVPs?
Where does David Warner rank among the IPL's MVPs?
Imran Tahir or Rashid Khan: who has been more impactful in T20s over the last year?
Just how good has Andre Russell been in the IPL in recent years?
Who is the most impactful bowler in T20s?
Who are the most economical bowlers in T20 leagues? 
Who is the MVP across all T20 leagues over the last 12 months?
Shadab Khan is MVP| Shaheen Afridi tops bowling charts
Smart Stats: Lungi Ngidi - the most impactful bowler of the match
Glenn Maxwell the MVP| Jhye Richardson and Daniel Sams top bowling chart
Iyer or Rahul: whose innings had the greater impact?
Maxwell the MVP while Sams and Rashid top Smart Wickets 
England make their luck count| New Zealand left yearning for more
Tamim's costly miss| and Rohit's surge
Smart Stats - Behrendorff the standout performer in Australia win
Smart Stats: New Zealand's two-man show from Williamson and Boult
Luck Index: The missed run-out that could have saved South Africa's day
Shakib the MVP| Warner slips down on Smart Runs list
Shakib Al Hasan floors West Indies with high-impact performance
Pat Cummins the enforcer| and Asif Ali's costly miss
Hardik's promotion| and reprieve| made the difference for India
The missed chance that hurt West Indies
Du Plessis' costly drop| Bumrah outperforms Chahal
Hafeez makes the most of Roy clanger
Jofra Archer's big-impact World Cup debut
Russell stays MVP| Deepak Chahar tops Smart Wickets chart
Luck Index: Charmed Watson fails to complete the job
